epoch,accuracy,auc,false_negatives,false_positives,loss,mean_absolute_error,mean_squared_error,precision,recall,root_mean_squared_error,true_negatives,true_positives,val_accuracy,val_auc,val_false_negatives,val_false_positives,val_loss,val_mean_absolute_error,val_mean_squared_error,val_precision,val_recall,val_root_mean_squared_error,val_true_negatives,val_true_positives
70,0.9174124598503113,0.9065069556236267,413291.0,2692479.0,0.22266240417957306,0.11406638473272324,0.09939559549093246,0.21030740439891815,0.6343657374382019,0.31527066230773926,25733982.0,717049.0,0.9213560223579407,0.9037871360778809,18795.0,132881.0,0.2188427895307541,0.11373305320739746,0.10118076950311661,0.204610213637352,0.6452301144599915,0.31808921694755554,1247741.0,34183.0
71,0.917526364326477,0.9065738320350647,413401.0,2692455.0,0.2223728448152542,0.11403655260801315,0.09938734769821167,0.21028341352939606,0.6342684626579285,0.31525757908821106,25734006.0,716939.0,0.9213113784790039,0.9033563137054443,18819.0,132816.0,0.2185555100440979,0.11392980068922043,0.10115054249763489,0.2045755386352539,0.6447770595550537,0.3180418014526367,1247806.0,34159.0
72,0.9173704981803894,0.9068573117256165,412779.0,2692467.0,0.2221112996339798,0.11401668936014175,0.09928208589553833,0.2104267179965973,0.6348187327384949,0.3150905966758728,25733992.0,717561.0,0.9217075705528259,0.9035838842391968,18648.0,132862.0,0.21821308135986328,0.11380377411842346,0.10110983997583389,0.20533278584480286,0.6480048298835754,0.31797778606414795,1247760.0,34330.0
73,0.9177607893943787,0.9068560600280762,411939.0,2692309.0,0.2216467261314392,0.11398033052682877,0.09933847934007645,0.21063092350959778,0.6355618834495544,0.31518006324768066,25734152.0,718401.0,0.9212220907211304,0.9033443331718445,18834.0,132864.0,0.21901211142539978,0.11389850080013275,0.10117468982934952,0.20444530248641968,0.6444939374923706,0.3180796504020691,1247758.0,34144.0
74,0.9180682897567749,0.9067835211753845,411774.0,2692352.0,0.2211689054965973,0.1139431819319725,0.0993870422244072,0.2106664478778839,0.6357078552246094,0.31525710225105286,25734108.0,718566.0,0.9217968583106995,0.9033794403076172,18681.0,132857.0,0.21806026995182037,0.11388302594423294,0.10112416744232178,0.2051820456981659,0.6473819613456726,0.3180002272129059,1247765.0,34297.0
75,0.918001115322113,0.9068042635917664,410094.0,2693304.0,0.22100506722927094,0.11390147358179092,0.09932786226272583,0.21099618077278137,0.6371940970420837,0.3151632249355316,25733156.0,720246.0,0.9216461777687073,0.9040690660476685,18763.0,132828.0,0.2190449982881546,0.11365419626235962,0.1011493057012558,0.20482750236988068,0.6458341479301453,0.31803983449935913,1247794.0,34215.0
76,0.9182344675064087,0.9070459008216858,410047.0,2692920.0,0.22057858109474182,0.11385814100503922,0.09932628273963928,0.2110307812690735,0.637235701084137,0.31516072154045105,25733538.0,720293.0,0.9216238856315613,0.9037574529647827,18723.0,132903.0,0.2195269912481308,0.11365456879138947,0.10117829591035843,0.20492587983608246,0.6465891599655151,0.3180854320526123,1247719.0,34255.0
77,0.9183927774429321,0.9071139097213745,409084.0,2693067.0,0.21993665397167206,0.11382414400577545,0.09931787103414536,0.21124422550201416,0.6380876302719116,0.31514737010002136,25733392.0,721256.0,0.9218359589576721,0.9035741090774536,18692.0,132832.0,0.21783801913261414,0.11375635117292404,0.10110791772603989,0.20516042411327362,0.6471742987632751,0.3179748058319092,1247790.0,34286.0
78,0.9185654520988464,0.9070638418197632,407676.0,2693242.0,0.21962150931358337,0.11376755684614182,0.09928838163614273,0.2115585207939148,0.6393333077430725,0.3151005804538727,25733216.0,722664.0,0.9216964244842529,0.904094934463501,18655.0,132915.0,0.21838782727718353,0.11359299719333649,0.10112593322992325,0.20523445308208466,0.6478726863861084,0.3180030882358551,1247707.0,34323.0
79,0.9185931086540222,0.9075234532356262,407090.0,2692286.0,0.21880798041820526,0.11369894444942474,0.09918873757123947,0.2117529958486557,0.6398517489433289,0.31494244933128357,25734170.0,723250.0,0.922081470489502,0.9037636518478394,18494.0,133001.0,0.21806104481220245,0.11356324702501297,0.10109255462884903,0.20589306950569153,0.6509116888046265,0.31795063614845276,1247621.0,34484.0
80,0.9188791513442993,0.9075008630752563,405588.0,2692865.0,0.2182788848876953,0.11360832303762436,0.09919342398643494,0.21206355094909668,0.6411805152893066,0.3149498701095581,25733592.0,724752.0,0.9219754338264465,0.9038964509963989,18678.0,132808.0,0.21790559589862823,0.11373729258775711,0.10111606121063232,0.20525647699832916,0.6474385857582092,0.3179876208305359,1247814.0,34300.0
81,0.9190556406974792,0.9074788689613342,405557.0,2692937.0,0.2183537483215332,0.11365395784378052,0.099212646484375,0.21206623315811157,0.6412079334259033,0.3149803578853607,25733522.0,724783.0,0.921679675579071,0.9040901064872742,18505.0,133039.0,0.21881626546382904,0.1134977638721466,0.1011384129524231,0.20579421520233154,0.6507040858268738,0.318022757768631,1247583.0,34473.0
82,0.9191576838493347,0.9074323177337646,403899.0,2693206.0,0.21785061061382294,0.11357362568378448,0.0991976410150528,0.21243157982826233,0.6426747441291809,0.31495657563209534,25733256.0,726441.0,0.9221931099891663,0.9042132496833801,18448.0,133051.0,0.21818551421165466,0.11340567469596863,0.10110241174697876,0.2060496062040329,0.6517800092697144,0.31796613335609436,1247571.0,34530.0
83,0.9194126725196838,0.9075725078582764,403990.0,2692826.0,0.21711507439613342,0.11353454738855362,0.09917309880256653,0.21243421733379364,0.6425942778587341,0.31491759419441223,25733632.0,726350.0,0.9220368266105652,0.9041001200675964,18336.0,133114.0,0.2189446985721588,0.11328902095556259,0.10109154880046844,0.206502303481102,0.6538940668106079,0.31794899702072144,1247508.0,34642.0
84,0.9193344116210938,0.9075786471366882,403090.0,2692973.0,0.2171698659658432,0.11349514126777649,0.09917131811380386,0.21263232827186584,0.6433904767036438,0.3149147629737854,25733488.0,727250.0,0.9221763610839844,0.9035383462905884,18459.0,132937.0,0.2177661955356598,0.11364312469959259,0.10107104480266571,0.2061377316713333,0.6515723466873169,0.3179168105125427,1247685.0,34519.0
85,0.9192857146263123,0.9077646732330322,403069.0,2692993.0,0.21681396663188934,0.11349154263734818,0.09913965314626694,0.21263591945171356,0.6434090733528137,0.31486448645591736,25733476.0,727271.0,0.9220145344734192,0.904120683670044,18336.0,133129.0,0.21989722549915314,0.11331894248723984,0.1011502742767334,0.2064838409423828,0.6538940668106079,0.3180414140224457,1247493.0,34642.0
86,0.9193655848503113,0.907923698425293,401576.0,2693106.0,0.2164372354745865,0.1134299486875534,0.09907107055187225,0.21297243237495422,0.6447299122810364,0.31475555896759033,25733358.0,728764.0,0.9224051237106323,0.9041517972946167,18542.0,132839.0,0.21733538806438446,0.11364270001649857,0.10107537358999252,0.20586459338665009,0.6500056385993958,0.31792348623275757,1247783.0,34436.0
87,0.9196668267250061,0.9080124497413635,401729.0,2692663.0,0.21577699482440948,0.11340444535017014,0.09905470907688141,0.21296481788158417,0.6445945501327515,0.31472957134246826,25733792.0,728611.0,0.922260046005249,0.9042530059814453,18189.0,133233.0,0.21913599967956543,0.11309733986854553,0.10108166188001633,0.20705026388168335,0.6566687822341919,0.31793349981307983,1247389.0,34789.0
88,0.9193856120109558,0.9080116152763367,400113.0,2693483.0,0.21599499881267548,0.11336406320333481,0.0989840105175972,0.21328529715538025,0.646024227142334,0.31461724638938904,25732976.0,730227.0,0.9221763610839844,0.9046276807785034,18368.0,133144.0,0.2183743268251419,0.11324574053287506,0.10108592361211777,0.20631401240825653,0.6532900333404541,0.31794020533561707,1247478.0,34610.0
89,0.9196343421936035,0.9080138802528381,400052.0,2692692.0,0.21553310751914978,0.11336685717105865,0.09904032945632935,0.2133485972881317,0.6460781693458557,0.3147067427635193,25733768.0,730288.0,0.9226060509681702,0.9039099812507629,18336.0,133060.0,0.2180139124393463,0.11334967613220215,0.10106128454208374,0.20656879246234894,0.6538940668106079,0.3179013133049011,1247562.0,34642.0
90,0.919588029384613,0.908028244972229,400158.0,2693112.0,0.2156011015176773,0.11337268352508545,0.09898769855499268,0.21329806745052338,0.645984411239624,0.3146231174468994,25733348.0,730182.0,0.9223939776420593,0.9045141339302063,18279.0,133073.0,0.21765655279159546,0.11323260515928268,0.1010352298617363,0.20682235062122345,0.6549699902534485,0.3178604245185852,1247549.0,34699.0
91,0.919858455657959,0.908293604850769,399281.0,2692777.0,0.21471795439720154,0.11327876150608063,0.09895134717226028,0.21352045238018036,0.6467602849006653,0.3145653307437897,25733678.0,731059.0,0.9227120280265808,0.9043320417404175,18233.0,133230.0,0.21868069469928741,0.11319237947463989,0.10107605904340744,0.20684625208377838,0.6558382511138916,0.3179246783256531,1247392.0,34745.0
92,0.9202249050140381,0.9081459045410156,398139.0,2693090.0,0.21445994079113007,0.1132308840751648,0.09900083392858505,0.21376314759254456,0.6477705836296082,0.3146439790725708,25733372.0,732201.0,0.9222935438156128,0.9042415618896484,18115.0,133289.0,0.21951164305210114,0.11309277266263962,0.1011153981089592,0.20733027160167694,0.6580656170845032,0.3179864287376404,1247333.0,34863.0
93,0.9197742938995361,0.9082408547401428,398666.0,2693297.0,0.21469026803970337,0.11327977478504181,0.09899120777845383,0.21362926065921783,0.647304356098175,0.3146286904811859,25733160.0,731674.0,0.9226841330528259,0.9048159718513489,18259.0,133119.0,0.21863122284412384,0.11314133554697037,0.10106710344552994,0.20686018466949463,0.6553475260734558,0.31791046261787415,1247503.0,34719.0
94,0.9201315641403198,0.9082151055335999,397607.0,2693087.0,0.21427173912525177,0.11320926994085312,0.09900515526533127,0.21388544142246246,0.6482412219047546,0.31465086340904236,25733372.0,732733.0,0.9229184985160828,0.9040871858596802,18192.0,133065.0,0.21735478937625885,0.11335912346839905,0.10103965550661087,0.20724332332611084,0.6566121578216553,0.31786736845970154,1247557.0,34786.0
95,0.9201832413673401,0.9082430601119995,396713.0,2693481.0,0.21400153636932373,0.11319351196289062,0.09902039170265198,0.21406590938568115,0.6490321755409241,0.31467506289482117,25732980.0,733627.0,0.9224832653999329,0.9043598771095276,18205.0,133181.0,0.21792854368686676,0.11316273361444473,0.10105732828378677,0.20703883469104767,0.656366765499115,0.31789517402648926,1247441.0,34773.0
96,0.9201875925064087,0.9083340167999268,396704.0,2692664.0,0.21370142698287964,0.11317303776741028,0.09894417971372604,0.21411901712417603,0.6490401029586792,0.3145539462566376,25733794.0,733636.0,0.9223939776420593,0.9043835401535034,18097.0,133327.0,0.22016896307468414,0.11301084607839584,0.10110899060964584,0.20736825466156006,0.6584053635597229,0.31797635555267334,1247295.0,34881.0
97,0.9200792908668518,0.9084904789924622,395742.0,2693007.0,0.2133995145559311,0.11312834918498993,0.09889665246009827,0.2143181562423706,0.649891197681427,0.3144783675670624,25733454.0,734598.0,0.9223772287368774,0.9042512774467468,18231.0,133109.0,0.21814453601837158,0.11325888335704803,0.10104265809059143,0.20700481534004211,0.6558760404586792,0.317872017621994,1247513.0,34747.0
98,0.920333981513977,0.908574104309082,395307.0,2692896.0,0.212954580783844,0.11307714134454727,0.09887772798538208,0.21442480385303497,0.6502760052680969,0.3144482672214508,25733562.0,735033.0,0.9229297041893005,0.9043570160865784,18129.0,133150.0,0.21784599125385284,0.11317568272352219,0.10100715607404709,0.2074357569217682,0.6578013300895691,0.31781625747680664,1247472.0,34849.0
99,0.9203014969825745,0.9088999032974243,394479.0,2692943.0,0.21262012422084808,0.11306682229042053,0.09870652109384537,0.21461156010627747,0.6510085463523865,0.31417593359947205,25733516.0,735861.0,0.9227399826049805,0.9043611884117126,17989.0,133374.0,0.21843889355659485,0.11298848688602448,0.10100813955068588,0.20781882107257843,0.6604439616203308,0.3178177773952484,1247248.0,34989.0
